Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Avg Time Per Page,Timespend,Return
2,9.128558726358031,0.1040616618915663,Organic,0.8465403052133496,0.4232701526066748,9.97509903157138,0
5,4.725017449757027,0.5935636271771894,Organic,1.740479856108795,0.348095971221759,6.4654973058658225,1
2,2.593234942092664,0.1560048092597932,Organic,3.016579317195472,1.508289658597736,5.609814259288136,1
6,3.1222105088525813,0.113945984927015,Organic,6.081979543064046,1.013663257177341,9.204190051916626,1
4,8.001964200709786,0.322041647534774,Organic,1.934706395671821,0.4836765989179552,9.936670596381607,1
3,1.6776472746574818,0.4808339098593076,Organic,4.80342949711786,1.6011431657059534,6.481076771775342,1
5,1.2076816166111808,0.0944746737795822,Direct,3.1162333816392547,0.6232466763278509,4.3239149982504355,0
6,11.348458299276192,0.1234849792139043,Referral,7.008283027454058,1.168047171242343,18.35674132673025,0
3,5.973042440378119,0.2942400230616854,Paid,1.5864544419609712,0.5288181473203237,7.55949688233909,0
4,1.170445161584612,0.6315198751416798,Direct,2.6644997979833374,0.6661249494958343,3.8349449595679497,1
8,1.8696356051504632,0.3035135654312956,Organic,8.023780429273895,1.0029725536592369,9.893416034424359,1
4,1.6088309835866306,0.5656975822865379,Paid,1.436848945773108,0.359212236443277,3.0456799293597383,1
10,0.4843667628025118,0.6420299221182524,Referral,5.274311468214218,0.5274311468214218,5.758678231016729,1
4,9.497379219239686,0.3283843144650636,Organic,0.557270605809776,0.139317651452444,10.054649825049463,0
5,1.554116888462007,0.3767705822363964,Referral,8.505160283446262,1.7010320566892525,10.059277171908269,1
10,6.246233022988854,0.1845266137726085,Organic,1.756233586722795,0.1756233586722795,8.002466609711648,0
3,0.6297796990361515,0.419572940660775,Organic,1.909935826166936,0.6366452753889786,2.5397155252030874,1
4,2.381361968440681,0.1415866582536039,Organic,1.0462371417866865,0.2615592854466716,3.4275991102273675,0
7,0.0727593867895229,0.1268491719144591,Direct,5.003371014447885,0.7147672877782693,5.076130401237408,0
5,4.334574492637506,0.4509169341674394,Referral,3.831937970323239,0.7663875940646478,8.166512462960744,1
10,2.609036660175747,0.1676802152975113,Referral,1.5235067144705878,0.15235067144705877,4.132543374646335,1
4,2.94720813850993,0.3112703131543445,Paid,3.3429796629206106,0.8357449157301526,6.290187801430541,1
2,0.1593191771324265,0.3907657741344331,Organic,13.33602859214232,6.66801429607116,13.495347769274746,0
3,0.7111126201871178,0.1731158236047595,Referral,6.910315317448445,2.3034384391494815,7.621427937635563,0
5,0.2317152652333174,0.0994940557542345,Paid,7.983271935667626,1.5966543871335253,8.214987200900943,1
8,1.022887032626958,0.0360059968361741,Organic,1.864586258447049,0.23307328230588112,2.8874732910740066,0
4,2.9620635504001505,0.1391470264482049,Referral,1.6280821415885804,0.4070205353971451,4.590145691988731,1
3,2.50541811606814,0.6510126073390348,Organic,0.6631754076734568,0.2210584692244856,3.168593523741597,1
8,2.841408456324744,0.1410292205916578,Organic,4.301892387599437,0.5377365484499296,7.14330084392418,0
6,2.390535712457777,0.0446765805604612,Social,2.7264653522163536,0.45441089203605894,5.117001064674131,1
8,0.9566052334221544,0.5582407707059253,Referral,8.402272183592608,1.050284022949076,9.358877417014762,1
3,0.8411562630123677,0.1162049364582946,Referral,8.00141814012807,2.66713938004269,8.842574403140437,1
3,0.4422292455054428,0.3865551419436774,Paid,4.917496225172536,1.6391654083908451,5.359725470677978,0
5,5.672834767733094,0.0499072955712928,Organic,1.1614552158159206,0.2322910431631841,6.834289983549015,1
11,2.875085507223772,0.3423308861589597,Referral,1.073812166124006,0.0976192878294551,3.948897673347778,1
7,0.6192686688140001,0.5281057611267155,Referral,0.3418879631244524,0.04884113758920749,0.9611566319384526,0
4,0.585160563444853,0.1213137223728496,Paid,1.5592342612719785,0.3898085653179946,2.1443948247168314,1
3,6.191545676399855,0.1024993495472728,Direct,1.1604732458097509,0.38682441526991695,7.352018922209606,1
8,4.072897557993839,0.3150640503275923,Direct,5.168079937562848,0.646009992195356,9.240977495556688,1
8,3.2311314280910715,0.2100626037915715,Paid,2.5959626888128904,0.3244953361016113,5.827094116903962,0
3,1.566995235775559,0.3909156062663104,Social,2.170248239269463,0.7234160797564876,3.737243475045022,0
3,0.9113350325882902,0.494703788398346,Paid,3.1206829555284994,1.040227651842833,4.03201798811679,1
6,11.654794419520115,0.2784648130919117,Paid,3.519864491011351,0.5866440818352251,15.174658910531466,1
2,4.787190508255374,0.5252811563715021,Organic,2.0144284719955654,1.0072142359977827,6.8016189802509395,1
7,1.077659781000376,0.4428309521790087,Paid,2.683800534902148,0.38340007641459256,3.761460315902524,0
5,5.643047000571059,0.1051226205039511,Direct,5.538817410331922,1.1077634820663844,11.181864410902982,0
5,4.268028043371605,0.2424827303379748,Social,6.247581499411092,1.2495162998822185,10.515609542782698,1
6,1.0575389217977509,0.0973185836292199,Social,1.1413305623170695,0.19022176038617825,2.1988694841148204,0
1,1.6682685224988238,0.3841995748467242,Organic,2.918301478090645,2.918301478090645,4.586570000589469,1
10,0.6172131666621097,0.3380427433829219,Organic,9.02713663574228,0.9027136635742281,9.64434980240439,1
2,0.3531511132789967,0.242378330155932,Organic,9.169156548892058,4.584578274446029,9.522307662171055,1
5,3.8486371631331178,0.182125074157103,Organic,8.427336656713786,1.6854673313427573,12.275973819846904,1
4,0.933924377207235,0.1711627629939095,Paid,4.560344050865341,1.1400860127163353,5.494268428072576,1
5,5.145384876577549,0.1530022847906599,Organic,2.7945433678232816,0.5589086735646563,7.93992824440083,0
4,16.284397770817776,0.2836844180288076,Paid,0.4083042307103492,0.1020760576775873,16.692702001528126,1
5,0.2391426801592959,0.1152187396218051,Paid,1.3888333918159894,0.2777666783631979,1.6279760719752854,0
6,1.9218641510242984,0.1992603268792707,Organic,3.167497505343782,0.5279162508906303,5.08936165636808,0
1,4.859412762982256,0.1256340985647837,Organic,5.672978403241965,5.672978403241965,10.53239116622422,0
3,4.666993364299804,0.643345940905428,Social,4.863526557780136,1.6211755192600454,9.53051992207994,1
2,4.28131354626783,0.1398226128150173,Organic,1.0779548449324623,0.5389774224662311,5.359268391200292,1
5,1.2877135707889624,0.2375315347132163,Organic,2.285622245349652,0.45712444906993044,3.5733358161386146,1
4,1.8146027305974264,0.1659281273486859,Social,8.674680381854143,2.168670095463536,10.48928311245157,1
7,2.711370254719584,0.3800226292016706,Direct,2.900913518275145,0.4144162168964493,5.612283772994729,0
7,10.94212830295279,0.3211691186728126,Referral,4.910351437002628,0.7014787767146612,15.852479739955418,1
2,1.1904703840051498,0.6100167193357181,Organic,2.3952315420596384,1.1976157710298192,3.585701926064788,0
6,7.6974608307628944,0.3083269643635966,Organic,0.6335612354936426,0.10559353924894044,8.331022066256537,1
7,0.9414905959050052,0.2549393409409261,Direct,3.961049126689503,0.5658641609556433,4.902539722594508,1
2,13.549957836916008,0.148651125170045,Social,2.800176439852718,1.400088219926359,16.350134276768724,1
7,3.32838598477716,0.680795586549518,Paid,3.0015409448462744,0.4287915635494678,6.329926929623435,0
5,1.8681303472749788,0.2731639355439437,Organic,3.579698961687669,0.7159397923375338,5.447829308962648,0
7,2.8510198597129595,0.1315872246094115,Organic,1.499107639222952,0.21415823417470745,4.350127498935912,0
6,0.9545523746875292,0.6286607942050515,Organic,3.43792007386585,0.5729866789776417,4.392472448553379,1
5,0.9613342979757178,0.4588573656075864,Referral,1.550935479408058,0.31018709588161164,2.512269777383776,1
6,0.361607047616913,0.3389642337541753,Organic,4.9339539935263135,0.8223256655877189,5.295561041143227,0
5,0.3632852982230596,0.0853233282770757,Direct,20.0212847021212,4.00425694042424,20.384570000344258,1
4,1.2816221392386788,0.0978009096728387,Organic,1.8951288058964384,0.4737822014741096,3.176750945135117,0
7,4.31725657737778,0.3430155652929761,Referral,8.746138671996468,1.2494483817137811,13.063395249374247,1
1,2.809259669552969,0.3892643710156325,Organic,3.169156083464636,3.169156083464636,5.978415753017606,0
8,0.3247091420924522,0.3108637051359995,Paid,3.5457834476314027,0.44322293095392534,3.870492589723855,1
4,5.736427276013574,0.5527228671460921,Organic,2.892015115286917,0.7230037788217293,8.62844239130049,1
5,2.759146973153312,0.2736000464618834,Social,1.85343980425388,0.370687960850776,4.612586777407192,1
3,9.721491939905285,0.1590079868060649,Paid,2.23754830167461,0.7458494338915367,11.959040241579896,0
7,3.327674414920913,0.6711778201678625,Organic,10.7554423572601,1.5364917653228714,14.083116772181013,1
2,0.5777516133551177,0.1602307567617102,Social,1.4982226823240417,0.7491113411620208,2.0759742956791594,1
5,1.9261268769137327,0.3332258195397585,Paid,6.633625657224974,1.3267251314449948,8.559752534138706,1
10,3.136616198688543,0.3615541889687104,Direct,2.4964111243821043,0.24964111243821044,5.633027323070648,1
7,0.086015513376933,0.291312499070624,Direct,0.5176054153485553,0.07394363076407932,0.6036209287254883,0
7,0.045067618736137,0.3290304848953652,Direct,3.408635542222352,0.4869479346031932,3.453703160958489,0
10,0.4157282893703822,0.2628500652268041,Organic,13.6396207133488,1.36396207133488,14.055349002719181,1
1,0.8697113560694196,0.1189075840344555,Organic,5.900910890463071,5.900910890463071,6.770622246532491,0
5,1.6839846584127491,0.157841286822732,Direct,0.2091273117236033,0.04182546234472066,1.8931119701363524,1
3,2.005015277858792,0.1432225687517516,Paid,5.504601130822633,1.8348670436075443,7.509616408681425,0
8,0.4455961132849674,0.1740292708464749,Organic,2.699797957578128,0.337474744697266,3.1453940708630954,1
7,3.3569799458981446,0.1630024233988521,Social,1.2032786095739565,0.17189694422485094,4.560258555472101,1
3,2.7200465888968486,0.7926547823005319,Organic,2.402637130695961,0.8008790435653204,5.12268371959281,1
1,1.0463928643346656,0.2532169877307543,Referral,1.2661068756105869,1.2661068756105869,2.3124997399452525,0
5,0.0412621141609092,0.133916763045289,Social,0.572741948016439,0.1145483896032878,0.6140040621773482,0
3,0.2424847733099056,0.1672434213607208,Social,1.7224247819645155,0.5741415939881719,1.9649095552744211,0
6,1.4912355270611637,0.0505770275101235,Organic,2.050625649994679,0.34177094166577987,3.541861177055843,1
3,0.5016168061932867,0.2556974717157588,Paid,1.9983848921649832,0.6661282973883277,2.50000169835827,1
4,1.418757736089952,0.281449718907375,Paid,2.353450729729418,0.5883626824323545,3.7722084658193697,1
5,2.968057252697767,0.6950088505414233,Paid,1.881070384888407,0.3762140769776814,4.849127637586174,1
8,2.3771622427607606,0.2317748659246802,Organic,3.28039221398827,0.4100490267485338,5.657554456749031,0
7,0.7886791569892964,0.3458584092439203,Paid,8.616289796604448,1.230898542372064,9.404968953593745,1
5,1.2639718021447668,0.1814123948341279,Paid,0.6443024482467679,0.12886048964935357,1.9082742503915346,0
4,2.85599621334098,0.3870961806567247,Paid,4.357585117604365,1.0893962794010912,7.213581330945345,0
6,5.916716776932096,0.4412483191773937,Social,4.323490699123865,0.7205817831873108,10.24020747605596,1
8,4.197694321121431,0.0600680903820185,Paid,1.2959749286438935,0.1619968660804867,5.493669249765325,1
4,2.418275998979576,0.007868090852084,Organic,7.360139156641023,1.8400347891602558,9.7784151556206,0
3,1.3496290383984006,0.478026951617414,Referral,0.6737269460457774,0.2245756486819258,2.023355984444178,1
2,1.3626331061532173,0.356761141881269,Social,5.528478251981256,2.764239125990628,6.891111358134474,0
3,6.346258618565298,0.0828116952165478,Organic,3.578504027202264,1.192834675734088,9.924762645767562,1
9,0.1201030894765719,0.413105125304971,Referral,1.2352518849683551,0.13725020944092836,1.3553549744449271,1
5,13.2642101272938,0.0792001701618222,Organic,8.725271739016227,1.7450543478032454,21.98948186631003,1
4,3.2752861135754707,0.3171507761772657,Organic,0.627118184646287,0.15677954616157175,3.9024042982217577,0
